aardvark, UKPRON, ˈɑːd.vɑːk
conscripted, REF, conscript
conscript, UKPRON, kənˈskrɪpt
conscripting, REF, conscript
conscript, UKPRON, kənˈskrɪpt
conscription, UKPRON, kənˈskrɪp.ʃən
conscripts, REF, conscript
conscript, UKPRON, kənˈskrɪpt
consecrate, UKPRON, ˈkɒn.sɪ.kreɪt
consecrated, UKPRON, ˈkɒn.sɪ.kreɪ.tɪd
consecrating, REF, consecrate
consecrate, UKPRON, ˈkɒn.sɪ.kreɪt
consecration, UKPRON, ˌkɒn.sɪˈkreɪ.ʃən
consecutive, UKPRON, kənˈsek.jə.tɪv
consecutively, UKPRON, kənˈsek.jə.tɪv.li
consensual, UKPRON, ˌkɒnˈsen.sju.əl
consensually, NA, Not in dictionary
consensus, UKPRON, kənˈsen.səs
consent, UKPRON, kənˈsent
consented, REF, consent
consent, UKPRON, kənˈsent
consenting, REF, consent
consent, UKPRON, kənˈsent
consents, REF, consent
consent, UKPRON, kənˈsent
consequence, UKPRON, ˈkɒn.sɪ.kwəns
consequences, REF, consequence
consequence, UKPRON, ˈkɒn.sɪ.kwəns
consequent, UKPRON, ˈkɒn.sɪ.kwənt
consequential, REF, consequential-loss
consequential-loss, NA, No UK phonetics
consequentially, NA, Not in dictionary
consequently, UKPRON, ˈkɒn.sɪ.kwənt.li
conservation, UKPRON, ˌkɒn.səˈveɪ.ʃən
conservationist, UKPRON, ˌkɒn.səˈveɪ.ʃən.ɪst
conservationists, REF, conservationist
conservationist, UKPRON, ˌkɒn.səˈveɪ.ʃən.ɪst
conservations, NA, Not in dictionary
conservatism, UKPRON, kənˈsɜː.və.tɪ.zəm
conservatism, UKPRON, kənˈsɜː.və.tɪ.zəm
conservative, UKPRON, kənˈsɜː.və.tɪv
conservative, UKPRON, kənˈsɜː.və.tɪv
conservatively, UKPRON, kənˈsɜː.və.tɪv.li
conservativeness, NA, Not in dictionary
conservatives, REF, conservative
conservative, UKPRON, kənˈsɜː.və.tɪv
conservative, UKPRON, kənˈsɜː.və.tɪv
conservatoire, REF, conservatory
conservatory, UKPRON, kənˈsɜː.və.tər.i
conservator, UKPRON, ˈkɒn.sə.veɪ.tər
conservatories, REF, conservatory
conservatory, UKPRON, kənˈsɜː.və.tər.i
conservators, REF, conservator
conservator, UKPRON, ˈkɒn.sə.veɪ.tər
conservatory, UKPRON, kənˈsɜː.və.tər.i
conserve, UKPRON, kənˈsɜːv
conserved, REF, conserve
conserve, UKPRON, kənˈsɜːv
conserves, REF, conserve
conserve, UKPRON, kənˈsɜːv
conserving, REF, conserve
conserve, UKPRON, kənˈsɜːv
consider, UKPRON, kənˈsɪd.ər
considerable, UKPRON, kənˈsɪd.ər.ə.bəl
considerably, UKPRON, kənˈsɪd.ər.ə.bli
considerate, UKPRON, kənˈsɪd.ər.ət
considerately, NA, Not in dictionary
consideration, UKPRON, kənˌsɪd.əˈreɪ.ʃən
considerations, REF, consideration
consideration, UKPRON, kənˌsɪd.əˈreɪ.ʃən
considered, UKPRON, kənˈsɪd.əd
considering, UKPRON, kənˈsɪd.ər.ɪŋ
considers, REF, consider
consider, UKPRON, kənˈsɪd.ər
consign, UKPRON, kənˈsaɪn
consigned, REF, consign
consign, UKPRON, kənˈsaɪn
consignee, UKPRON, ˌkɒn.saɪˈniː
consigning, REF, consign
consign, UKPRON, kənˈsaɪn
consignment, UKPRON, kənˈsaɪn.mənt
consignments, REF, consignment
consignment, UKPRON, kənˈsaɪn.mənt
consigns, REF, consign
consign, UKPRON, kənˈsaɪn
consist, REF, consist-in-sth
consist-in-sth, UKPRON, kənˈsɪst
consisted, REF, consist-of-something
consist-of-something, NA, No UK prononciation
consistencies, REF, consistency
consistency, UKPRON, kənˈsɪs.tən.si
consistency, UKPRON, kənˈsɪs.tən.si
consistent, UKPRON, kənˈsɪs.tənt
consistently, UKPRON, kənˈsɪs.tənt.li
consisting, REF, consist-of-something
consist-of-something, NA, No UK prononciation
consists, REF, consist-of-something
consist-of-something, NA, No UK prononciation
consolation, UKPRON, ˌkɒn.səˈleɪ.ʃən
consolations, REF, consolation
consolation, UKPRON, ˌkɒn.səˈleɪ.ʃən
console, UKPRON, kənˈsəʊl
consoled, REF, console
console, UKPRON, kənˈsəʊl
consoles, REF, console
console, UKPRON, kənˈsəʊl
consolidate, UKPRON, kənˈsɒl.ɪ.deɪt
consolidated, UKPRON, kənˈsɒl.ɪ.deɪ.tɪd
consolidates, REF, consolidate
consolidate, UKPRON, kənˈsɒl.ɪ.deɪt
consolidating, REF, consolidate
consolidate, UKPRON, kənˈsɒl.ɪ.deɪt
consolidation, UKPRON, kənˌsɒl.ɪˈdeɪ.ʃən
consolidations, REF, consolidation
consolidation, UKPRON, kənˌsɒl.ɪˈdeɪ.ʃən
consoling, UKPRON, kənˈsəʊ.lɪŋ
consolingly, UKPRON, kənˈsəʊ.lɪŋ.li
consonance, UKPRON, ˈkɒn.sə.nəns
consonant, UKPRON, ˈkɒn.sə.nənt
consonantal, NA, Not in dictionary
consonants, REF, consonant
consonant, UKPRON, ˈkɒn.sə.nənt
consort, UKPRON, kənˈsɔːt
consorted, REF, consort
consort, UKPRON, kənˈsɔːt
consortia, REF, consortium
consortium, UKPRON, kənˈsɔː.ti.əm
consorting, REF, consort
consort, UKPRON, kənˈsɔːt
consortium, UKPRON, kənˈsɔː.ti.əm
consorts, REF, consort
consort, UKPRON, kənˈsɔːt
conspecific, NA, Not in dictionary
conspicuous, UKPRON, kənˈspɪk.ju.əs
conspicuously, UKPRON, kənˈspɪk.ju.əs.li
conspicuousness, UKPRON, kənˈspɪk.ju.əs.nəs
conspiracies, REF, conspiracy
conspiracy, UKPRON, kənˈspɪr.ə.si
conspiracy, UKPRON, kənˈspɪr.ə.si
conspirator, UKPRON, kənˈspɪr.ə.tər
conspiratorial, UKPRON, kənˌspɪr.əˈtɔː.ri.əl
conspiratorially, UKPRON, kənˌspɪr.əˈtɔː.ri.ə.li
conspirators, REF, conspirator
conspirator, UKPRON, kənˈspɪr.ə.tər
conspire, UKPRON, kənˈspaɪər
conspired, REF, conspire
conspire, UKPRON, kənˈspaɪər
conspires, REF, conspire
conspire, UKPRON, kənˈspaɪər
conspiring, REF, conspire
conspire, UKPRON, kənˈspaɪər
constable, UKPRON, ˈkʌn.stə.bəl
constables, REF, constable
constable, UKPRON, ˈkʌn.stə.bəl
constabularies, REF, constabulary
constabulary, UKPRON, kənˈstæb.jə.lə.ri
constabulary, UKPRON, kənˈstæb.jə.lə.ri
constancy, UKPRON, ˈkɒn.stən.si
constant, UKPRON, ˈkɒn.stənt
constantly, UKPRON, ˈkɒn.stənt.li
constants, REF, constant
constant, UKPRON, ˈkɒn.stənt
constellation, UKPRON, ˌkɒn.stəˈleɪ.ʃən
constellations, REF, constellation
constellation, UKPRON, ˌkɒn.stəˈleɪ.ʃən
consternating, NA, Not in dictionary
consternation, UKPRON, ˌkɒn.stəˈneɪ.ʃən
constipated, UKPRON, ˈkɒn.stɪ.peɪ.tɪd
constipation, UKPRON, ˌkɒn.stɪˈpeɪ.ʃən
constituencies, REF, constituency
constituency, UKPRON, kənˈstɪtʃ.u.ən.si
constituency, UKPRON, kənˈstɪtʃ.u.ən.si
constituent, UKPRON, kənˈstɪtʃ.u.ənt
constituents, REF, constituent
constituent, UKPRON, kənˈstɪtʃ.u.ənt
constitute, UKPRON, ˈkɒn.stɪ.tʃuːt
constituted, REF, constitute
constitute, UKPRON, ˈkɒn.stɪ.tʃuːt
constitutes, REF, constitute
constitute, UKPRON, ˈkɒn.stɪ.tʃuːt
constituting, REF, constitute
constitute, UKPRON, ˈkɒn.stɪ.tʃuːt
constitution, UKPRON, ˌkɒn.stɪˈtʃuː.ʃən
constitutional, UKPRON, ˌkɒn.stɪˈtʃuː.ʃən.əl
constitutionalism, NA, Not in dictionary
constitutionalists, NA, Not in dictionary
constitutionality, UKPRON, ˌkɒn.stɪ.tʃuː.ʃənˈæl.ə.ti
constitutionally, UKPRON, ˌkɒn.stɪˈtʃuː.ʃən.əl.i
constitutions, REF, constitution
constitution, UKPRON, ˌkɒn.stɪˈtʃuː.ʃən
constitutive, UKPRON, kənˈstɪtʃ.ə.tɪv
constitutively, NA, Not in dictionary
constrain, UKPRON, kənˈstreɪn
constrained, UKPRON, kənˈstreɪnd
constraining, REF, constrain
constrain, UKPRON, kənˈstreɪn
constrains, REF, constrain
constrain, UKPRON, kənˈstreɪn
constraint, UKPRON, kənˈstreɪnt
constraints, REF, constraint
constraint, UKPRON, kənˈstreɪnt
constrict, UKPRON, kənˈstrɪkt
constricted, REF, constrict
constrict, UKPRON, kənˈstrɪkt
constricting, REF, constrict
constrict, UKPRON, kənˈstrɪkt
constriction, UKPRON, kənˈstrɪk.ʃən
constrictions, REF, constriction
constriction, UKPRON, kənˈstrɪk.ʃən
constrictive, NA, Not in dictionary
constrictor, UKPRON, kənˈstrɪk.tər
constrictors, REF, constrictor
constrictor, UKPRON, kənˈstrɪk.tər
constricts, REF, constrict
constrict, UKPRON, kənˈstrɪkt
construct, UKPRON, kənˈstrʌkt
constructable, NA, Not in dictionary
constructed, REF, construct
construct, UKPRON, kənˈstrʌkt
constructing, REF, construct
construct, UKPRON, kənˈstrʌkt
construction, UKPRON, kənˈstrʌk.ʃən
constructional, NA, Not in dictionary
constructions, REF, construction
construction, UKPRON, kənˈstrʌk.ʃən
constructive, UKPRON, kənˈstrʌk.tɪv
constructively, UKPRON, kənˈstrʌk.tɪv.li
constructivism, UKPRON, kənˈstrʌk.tɪ.vɪ.zəm
constructivist, UKPRON, kənˈstrʌk.tɪ.vɪst
constructor, UKPRON, kənˈstrʌk.tər
constructors, REF, constructor
constructor, UKPRON, kənˈstrʌk.tər
constructs, REF, construct
construct, UKPRON, kənˈstrʌkt
construe, UKPRON, kənˈstruː
construed, REF, construe
construe, UKPRON, kənˈstruː
construes, REF, construe
construe, UKPRON, kənˈstruː
construing, REF, construe
construe, UKPRON, kənˈstruː
consul, UKPRON, ˈkɒn.səl
consular, UKPRON, ˈkɒn.sjə.lər
consulate, UKPRON, ˈkɒn.sjə.lət
consulates, REF, consulate
consulate, UKPRON, ˈkɒn.sjə.lət
consuls, REF, consul
consul, UKPRON, ˈkɒn.səl
consult, UKPRON, kənˈsʌlt
consultancies, REF, consultancy
consultancy, UKPRON, kənˈsʌl.tən.si
consultancy, UKPRON, kənˈsʌl.tən.si
consultant, REF, specialist
specialist, UKPRON, ˈspeʃ.əl.ɪst
consultant, UKPRON, kənˈsʌl.tənt
consultants, REF, consultant
consultant, REF, specialist
specialist, UKPRON, ˈspeʃ.əl.ɪst
consultant, UKPRON, kənˈsʌl.tənt
consultation, UKPRON, ˌkɒn.sʌlˈteɪ.ʃən
consultations, REF, consultation
consultation, UKPRON, ˌkɒn.sʌlˈteɪ.ʃən
consultative, UKPRON, kənˈsʌl.tə.tɪv
consulted, REF, consult
consult, UKPRON, kənˈsʌlt
consulting, UKPRON, kənˈsʌl.tɪŋ
consults, REF, consult
consult, UKPRON, kənˈsʌlt
consumable, UKPRON, kənˈsjuː.mə.bəl
consumables, UKPRON, kənˈsjuːməbl̩z
consume, UKPRON, kənˈsjuːm
consumed, REF, consume
consume, UKPRON, kənˈsjuːm
consumer, UKPRON, kənˈsjuː.mər
consumerism, UKPRON, kənˈsjuː.mə.rɪ.zəm
consumerist, UKPRON, kənˈsjuːmərɪst
consumers, REF, consumer
consumer, UKPRON, kənˈsjuː.mər
consumes, REF, consume
consume, UKPRON, kənˈsjuːm
consuming, UKPRON, kənˈsjuː.mɪŋ
consummate, UKPRON, ˈkɒn.sə.mət
consummated, REF, consummate
consummate, UKPRON, ˈkɒn.sə.mət
consummately, UKPRON, ˈkɒn.sə.mət.li
consummation, UKPRON, ˌkɒn.səˈmeɪ.ʃən
consumption, REF, tuberculosis
tuberculosis, UKPRON, tʃuːˌbɜː.kjəˈləʊ.sɪs
consumption, UKPRON, kənˈsʌmp.ʃən
consumptions, NA, Not in dictionary
consumptive, UKPRON, kənˈsʌmp.tɪv
contact, UKPRON, ˈkɒn.tækt
contactable, UKPRON, kənˈtæk.tə.bəl
contacted, REF, contact
contact, UKPRON, ˈkɒn.tækt
contacting, REF, contact
contact, UKPRON, ˈkɒn.tækt
contacts, REF, contact
contact, UKPRON, ˈkɒn.tækt
contagion, UKPRON, kənˈteɪ.dʒən
contagious, UKPRON, kənˈteɪ.dʒəs
contain, UKPRON, kənˈteɪn
containable, NA, Not in dictionary
contained, REF, contain
contain, UKPRON, kənˈteɪn
container, UKPRON, kənˈteɪ.nər
containers, REF, container
container, UKPRON, kənˈteɪ.nər
containing, REF, contain
contain, UKPRON, kənˈteɪn
containment, UKPRON, kənˈteɪn.mənt
contains, REF, contain
contain, UKPRON, kənˈteɪn
contaminant, UKPRON, kənˈtæm.ɪ.nənt
contaminants, REF, contaminant
contaminant, UKPRON, kənˈtæm.ɪ.nənt
contaminate, UKPRON, kənˈtæm.ɪ.neɪt
contaminated, UKPRON, kənˈtæm.ɪ.neɪ.tɪd
contaminates, REF, contaminate
contaminate, UKPRON, kənˈtæm.ɪ.neɪt
contaminating, REF, contaminate
contaminate, UKPRON, kənˈtæm.ɪ.neɪt
contamination, UKPRON, kənˌtæm.ɪˈneɪ.ʃən
contemplate, UKPRON, ˈkɒn.təm.pleɪt
contemplated, REF, contemplate
contemplate, UKPRON, ˈkɒn.təm.pleɪt
contemplates, REF, contemplate
contemplate, UKPRON, ˈkɒn.təm.pleɪt
contemplating, REF, contemplate
contemplate, UKPRON, ˈkɒn.təm.pleɪt
contemplation, UKPRON, ˌkɒn.təmˈpleɪ.ʃən
contemplations, NA, Not in dictionary
contemplative, UKPRON, kənˈtem.plə.tɪv
contemporaneity, NA, Not in dictionary
contemporaneous, UKPRON, kənˌtem.pəˈreɪ.ni.əs
contemporaneously, UKPRON, kənˌtem.pəˈreɪ.ni.əs.li
contemporaries, REF, contemporary
contemporary, UKPRON, kənˈtem.pər.ər.i
contemporary, UKPRON, kənˈtem.pər.ər.i
contempt, UKPRON, kənˈtempt
contemptible, UKPRON, kənˈtemp.tə.bəl
contemptibly, UKPRON, kənˈtemp.tə.bli
contemptuous, UKPRON, kənˈtemp.tʃu.əs
contemptuously, UKPRON, kənˈtemp.tʃu.əs.li
contend, UKPRON, kənˈtend
contended, REF, contend
contend, UKPRON, kənˈtend
contender, UKPRON, kənˈten.dər
contenders, REF, contender
contender, UKPRON, kənˈten.dər
contending, REF, contend
contend, UKPRON, kənˈtend
contends, REF, contend
contend, UKPRON, kənˈtend
content, UKPRON, kənˈtent
contented, UKPRON, kənˈten.tɪd
contentedly, UKPRON, kənˈten.tɪd.li
contenting, REF, content
content, UKPRON, kənˈtent
contention, UKPRON, kənˈten.ʃən
contentions, REF, contention
contention, UKPRON, kənˈten.ʃən
contentious, UKPRON, kənˈten.ʃəs
contentiously, NA, Not in dictionary
contentment, UKPRON, kənˈtent.mənt
contents, NA, No UK prononciation
contest, UKPRON, ˈkɒn.test
contestable, UKPRON, kənˈtes.tə.bəl
contestant, UKPRON, kənˈtes.tənt
contestants, REF, contestant
contestant, UKPRON, kənˈtes.tənt
contested, REF, contest
contest, UKPRON, ˈkɒn.test
contesting, REF, contest
contest, UKPRON, ˈkɒn.test
contests, REF, contest
contest, UKPRON, ˈkɒn.test
context, UKPRON, ˈkɒn.tekst
contexts, REF, context
context, UKPRON, ˈkɒn.tekst
contextual, UKPRON, kənˈteks.tʃu.əl
contextualisation, REF, contextualization
contextualization, UKPRON, kənˌteks.tʃu.ə.laɪˈzeɪ.ʃən
contextually, UKPRON, kənˈteks.tʃu.ə.li
contiguity, UKPRON, ˌkɒn.tɪˈɡjuː.ə.ti
contiguous, UKPRON, kənˈtɪɡ.ju.əs
contiguously, NA, Not in dictionary
continence, UKPRON, ˈkɒn.tɪ.nəns
continent, UKPRON, ˈkɒn.tɪ.nənt
continent, UKPRON, ˈkɒn.tɪ.nənt
continental, UKPRON, ˌkɒn.tɪˈnen.təl
continentals, REF, continental
continental, UKPRON, ˌkɒn.tɪˈnen.təl
continents, REF, continent
continent, UKPRON, ˈkɒn.tɪ.nənt
continent, UKPRON, ˈkɒn.tɪ.nənt
contingencies, REF, contingency
contingency, UKPRON, kənˈtɪn.dʒən.si
contingency, UKPRON, kənˈtɪn.dʒən.si
contingent, UKPRON, kənˈtɪn.dʒənt
contingently, NA, Not in dictionary
contingents, REF, contingent
contingent, UKPRON, kənˈtɪn.dʒənt
continua, REF, continuum
continuum, UKPRON, kənˈtɪn.ju.əm
continuable, NA, Not in dictionary
continual, UKPRON, kənˈtɪn.ju.əl
continually, UKPRON, kənˈtɪn.ju.ə.li
continuance, REF, continuation
continuation, UKPRON, kənˌtɪn.juˈeɪ.ʃən
continuation, UKPRON, kənˌtɪn.juˈeɪ.ʃən
continuations, REF, continuation
continuation, UKPRON, kənˌtɪn.juˈeɪ.ʃən
continue, UKPRON, kənˈtɪn.juː
continued, UKPRON, kənˈtɪn.juːd
continues, REF, continue
continue, UKPRON, kənˈtɪn.juː
continuing, REF, continue
continue, UKPRON, kənˈtɪn.juː
continuities, NA, Not in dictionary
continuity, UKPRON, ˌkɒn.tɪˈnjuː.ə.ti
continuous, UKPRON, kənˈtɪn.ju.əs
continuously, UKPRON, kənˈtɪn.ju.əs.li
continuum, UKPRON, kənˈtɪn.ju.əm
contort, UKPRON, kənˈtɔːt
contorted, UKPRON, kənˈtɔː.tɪd
contorting, REF, contort
contort, UKPRON, kənˈtɔːt
contortion, UKPRON, kənˈtɔː.ʃən
contortionist, UKPRON, kənˈtɔː.ʃən.ɪst
contortions, REF, contortion
contortion, UKPRON, kənˈtɔː.ʃən
contorts, REF, contort
contort, UKPRON, kənˈtɔːt
contour, UKPRON, ˈkɒn.tɔːr
contoured, NA, Not in dictionary
contouring, NA, Not in dictionary
contours, REF, contour
contour, UKPRON, ˈkɒn.tɔːr
contra, UKPRON, kɒn.trə-
contraband, UKPRON, ˈkɒn.trə.bænd
contraception, UKPRON, ˌkɒn.trəˈsep.ʃən
contraceptive, UKPRON, ˌkɒn.trəˈsep.tɪv
contraceptives, REF, contraceptive
contraceptive, UKPRON, ˌkɒn.trəˈsep.tɪv
contract, UKPRON, ˈkɒn.trækt
contracted, REF, contract
contract, UKPRON, ˈkɒn.trækt
contractible, NA, Not in dictionary
contractile, UKPRON, kənˈtræk.taɪl
contracting, REF, contract
contract, UKPRON, ˈkɒn.trækt
contraction, UKPRON, kənˈtræk.ʃən
contractions, REF, contraction
contraction, UKPRON, kənˈtræk.ʃən
contractor, UKPRON, kənˈtræk.tər
contractors, REF, contractor
contractor, UKPRON, kənˈtræk.tər
contracts, REF, contract
contract, UKPRON, ˈkɒn.trækt
contractual, UKPRON, kənˈtræk.tʃu.əl
contractually, UKPRON, kənˈtræk.tʃu.ə.li
contradict, UKPRON, ˌkɒn.trəˈdɪkt
contradicted, REF, contradict
contradict, UKPRON, ˌkɒn.trəˈdɪkt
contradicting, REF, contradict
contradict, UKPRON, ˌkɒn.trəˈdɪkt
contradiction, UKPRON, ˌkɒn.trəˈdɪk.ʃən
contradictions, REF, contradiction
contradiction, UKPRON, ˌkɒn.trəˈdɪk.ʃən
contradictorily, NA, Not in dictionary
contradictory, UKPRON, ˌkɒn.trəˈdɪk.tər.i
contradicts, REF, contradict
contradict, UKPRON, ˌkɒn.trəˈdɪkt
contradistinction, UKPRON, ˌkɒn.trə.dɪˈstɪŋk.ʃən
contraflow, UKPRON, ˈkɒn.trə.fləʊ
contraflows, REF, contraflow
contraflow, UKPRON, ˈkɒn.trə.fləʊ
contraindication, UKPRON, ˌkɒn.trəˌɪn.dɪˈkeɪ.ʃən
contraindications, REF, contraindication
contraindication, UKPRON, ˌkɒn.trəˌɪn.dɪˈkeɪ.ʃən
contralto, UKPRON, kənˈtræl.təʊ
contraption, UKPRON, kənˈtræp.ʃən
contraptions, REF, contraption
contraption, UKPRON, kənˈtræp.ʃən
contrapuntal, UKPRON, ˌkɒn.trəˈpʌn.təl
contrarily, UKPRON, kənˈtreə.rɪ.li
contrariness, UKPRON, kənˈtreə.ri.nəs
contrariwise, NA, Not in dictionary
contrary, UKPRON, ˈkɒn.trə.ri
contras, NA, Not in dictionary
contrast, UKPRON, ˈkɒn.trɑːst
contrasted, REF, contrast
contrast, UKPRON, ˈkɒn.trɑːst
contrasting, UKPRON, kənˈtrɑː.stɪŋ
contrastingly, NA, Not in dictionary
contrastive, UKPRON, kənˈtrɑː.stɪv
contrasts, REF, contrast
contrast, UKPRON, ˈkɒn.trɑːst
contrasty, NA, Not in dictionary
contravene, UKPRON, ˌkɒn.trəˈviːn
contravened, REF, contravene
contravene, UKPRON, ˌkɒn.trəˈviːn
contravenes, REF, contravene
contravene, UKPRON, ˌkɒn.trəˈviːn
contravening, REF, contravene
contravene, UKPRON, ˌkɒn.trəˈviːn
contravention, UKPRON, ˌkɒn.trəˈven.ʃən
contraventions, REF, contravention
contravention, UKPRON, ˌkɒn.trəˈven.ʃən
contretemps, UKPRON, ˈkɒn.trə.tɒ
contribute, UKPRON, kənˈtrɪb.juːt
contributed, REF, contribute
contribute, UKPRON, kənˈtrɪb.juːt
contributes, REF, contribute
contribute, UKPRON, kənˈtrɪb.juːt
contributing, REF, contribute
contribute, UKPRON, kənˈtrɪb.juːt
contribution, UKPRON, ˌkɒn.trɪˈbjuː.ʃən
contributions, REF, contribution
contribution, UKPRON, ˌkɒn.trɪˈbjuː.ʃən
contributor, UKPRON, kənˈtrɪb.jə.tər
contributors, REF, contributor
contributor, UKPRON, kənˈtrɪb.jə.tər
contributory, UKPRON, kənˈtrɪb.jə.tər.i
contrite, UKPRON, kənˈtraɪt
contritely, UKPRON, kənˈtraɪt.li
contrition, UKPRON, kənˈtrɪʃ.ən
contrivance, UKPRON, kənˈtraɪ.vəns
contrivances, REF, contrivance
contrivance, UKPRON, kənˈtraɪ.vəns
contrive, UKPRON, kənˈtraɪv
contrived, UKPRON, kənˈtraɪvd
contrives, REF, contrive
contrive, UKPRON, kənˈtraɪv
contriving, REF, contrive
contrive, UKPRON, kənˈtraɪv
control, UKPRON, kənˈtrəʊl
controllable, NA, Not in dictionary
controlled, REF, control
control, UKPRON, kənˈtrəʊl
controller, UKPRON, kənˈtrəʊ.lər
controllers, REF, controller
controller, UKPRON, kənˈtrəʊ.lər
controlling, REF, control
control, UKPRON, kənˈtrəʊl
controls, NA, No UK prononciation
controversial, UKPRON, ˌkɒn.trəˈvɜː.ʃəl
controversially, UKPRON, ˌkɒn.trəˈvɜː.ʃəl.i
controversies, REF, controversy
controversy, UKPRON, ˈkɒn.trə.vɜː.si
controversy, UKPRON, ˈkɒn.trə.vɜː.si
controvert, UKPRON, ˌkɒn.trəˈvɜːt
controverted, REF, controvert
controvert, UKPRON, ˌkɒn.trəˈvɜːt
contumely, UKPRON, ˈkɒn.tjuː.məl.i
contuse, UKPRON, kənˈtʃuːz
contusion, REF, bruise
bruise, UKPRON, bruːz
contusion, UKPRON, kənˈtʃuː.ʒən
contusions, REF, contusion
contusion, REF, bruise
bruise, UKPRON, bruːz
contusion, UKPRON, kənˈtʃuː.ʒən
conundrum, UKPRON, kəˈnʌn.drəm
conundrums, REF, conundrum
conundrum, UKPRON, kəˈnʌn.drəm
conurbation, UKPRON, ˌkɒn.əˈbeɪ.ʃən
conurbations, REF, conurbation
conurbation, UKPRON, ˌkɒn.əˈbeɪ.ʃən
convalesce, UKPRON, ˌkɒn.vəˈles
convalescence, UKPRON, ˌkɒn.vəˈles.əns
convalescent, UKPRON, ˌkɒn.vəˈles.ənt
convalescing, REF, convalesce
convalesce, UKPRON, ˌkɒn.vəˈles
convect, NA, Not in dictionary
convected, NA, Not in dictionary
convecting, NA, Not in dictionary
convection, UKPRON, kənˈvek.ʃən
convectional, NA, Not in dictionary
convective, NA, Not in dictionary
convector, UKPRON, kənˈvek.tər
convects, NA, Not in dictionary
convene, UKPRON, kənˈviːn
convened, REF, convene
convene, UKPRON, kənˈviːn
convener, REF, convenor
convenor, UKPRON, kənˈviː.nər
convenes, REF, convene
convene, UKPRON, kənˈviːn
convenience, UKPRON, kənˈviː.ni.əns
conveniences, REF, convenience
convenience, UKPRON, kənˈviː.ni.əns
convenient, UKPRON, kənˈviː.ni.ənt
conveniently, UKPRON, kənˈviː.ni.ənt.li
convening, REF, convene
convene, UKPRON, kənˈviːn
convenor, UKPRON, kənˈviː.nər
convenors, REF, convenor
convenor, UKPRON, kənˈviː.nər
convent, UKPRON, ˈkɒn.vənt
conventicle, NA, Not in dictionary
convention, UKPRON, kənˈven.ʃən
conventional, UKPRON, kənˈven.ʃən.əl
conventionalism, NA, Not in dictionary
conventionalist, NA, Not in dictionary
conventionality, UKPRON, kənˌven.ʃənˈæl.ə.ti
conventionally, UKPRON, kənˈven.ʃən.əl.i
conventions, REF, convention
convention, UKPRON, kənˈven.ʃən
convents, REF, convent
convent, UKPRON, ˈkɒn.vənt
converge, UKPRON, kənˈvɜːdʒ
converged, UKPRON, kənˈvɜːdʒd
convergence, UKPRON, kənˈvɜː.dʒəns
convergences, REF, convergence
convergence, UKPRON, kənˈvɜː.dʒəns
